sentences,sent_tokens,topic,label_topic
"sometimes on his way back from the anteroom he would pass through the conservatory and pantry into the large marble dining hall, where tables were being set out for eighty people; and looking at the footmen, who were bringing in silver and china, moving tables, and unfolding damask table linen, he would call dmitri vasilevich, a man of good family and the manager of all his affairs, and while looking with pleasure at the enormous table would say: ""well, dmitri, you'll see that things are all as they should be?","['sometimes', 'way', 'back', 'anteroom', 'would', 'pass', 'conservatory', 'pantry', 'large', 'marble', 'din', 'hall', 'table', 'set', 'eighty', 'people', 'look', 'footmen', 'bring', 'silver', 'china', 'move', 'table', 'unfold', 'damask', 'table', 'linen', 'would', 'call', 'dmitri', 'vasilevich', 'man', 'good', 'family', 'manager', 'affairs', 'look', 'pleasure', 'enormous', 'table', 'would', 'say', 'well', 'dmitri', 'youll', 'see', 'things', 'be']",3,room-pierre-prince-draw-look-say-laugh-princess-little
that's right!,"['thats', 'right']",2,know-letter-father-man-pierre-see-princess-silent-say
"the great thing is the serving, that's it.""","['great', 'thing', 'serve', 'thats', 'it']",7,say-prince-go-andrew-look-come-count-room-pierre
and with a complacent sigh he would return to the drawing room.,"['complacent', 'sigh', 'would', 'return', 'draw', 'room']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""marya lvovna karagina and her daughter!""","['marya', 'lvovna', 'karagina', 'daughter']",5,princess-mary-say-give-prince-look-dinner-man-face
"announced the countess' gigantic footman in his bass voice, entering the drawing room.","['announce', 'count', 'gigantic', 'footman', 'bass', 'voice', 'enter', 'draw', 'room']",3,room-pierre-prince-draw-look-say-laugh-princess-little
the countess reflected a moment and took a pinch from a gold snuffbox with her husband's portrait on it.,"['count', 'reflect', 'moment', 'take', 'pinch', 'gold', 'snuffbox', 'husband', 'portrait', 'it']",8,prince-hand-know-say-hold-princess-book-leave-even
"""i'm quite worn out by these callers.","['im', 'quite', 'wear', 'callers']",7,say-prince-go-andrew-look-come-count-room-pierre
"however, i'll see her and no more.","['ill', 'see', 'more']",0,say-prince-nothing-pierre-look-please-smile-know-hand
she is so affected.,['affect'],6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"ask her in,"" she said to the footman in a sad voice, as if saying: ""very well, finish me off.""","['ask', 'say', 'footman', 'sad', 'voice', 'say', 'well', 'finish', 'off']",7,say-prince-go-andrew-look-come-count-room-pierre
"a tall, stout, and proud-looking woman, with a round-faced smiling daughter, entered the drawing room, their dresses rustling.","['tall', 'stout', 'proudlooking', 'woman', 'roundfaced', 'smile', 'daughter', 'enter', 'draw', 'room', 'dress', 'rustle']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""dear countess, what an age... she has been laid up, poor child... at the razumovski's ball... and countess apraksina... i was so delighted..."" came the sounds of animated feminine voices, interrupting one another and mingling with the rustling of dresses and the scraping of chairs.","['dear', 'count', 'age', 'lay', 'poor', 'child', 'razumovskis', 'ball', 'count', 'apraksina', 'delight', 'come', 'sound', 'animate', 'feminine', 'voice', 'interrupt', 'another', 'mingle', 'rustle', 'dress', 'scrap', 'chair']",1,count-go-pierre-prince-come-know-look-well-let
"then one of those conversations began which last out until, at the first pause, the guests rise with a rustle of dresses and say, ""i am so delighted... mamma's health... and countess apraksina..."" and then, again rustling, pass into the anteroom, put on cloaks or mantles, and drive away.","['conversations', 'begin', 'last', 'first', 'pause', 'guests', 'rise', 'rustle', 'dress', 'say', 'delight', 'mammas', 'health', 'count', 'apraksina', 'rustle', 'pass', 'anteroom', 'put', 'cloak', 'mantle', 'drive', 'away']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"the conversation was on the chief topic of the day: the illness of the wealthy and celebrated beau of catherine's day, count bezukhov, and about his illegitimate son pierre, the one who had behaved so improperly at anna pavlovna's reception.","['conversation', 'chief', 'topic', 'day', 'illness', 'wealthy', 'celebrate', 'beau', 'catherines', 'day', 'count', 'bezukhov', 'illegitimate', 'son', 'pierre', 'behave', 'improperly', 'anna', 'pavlovnas', 'reception']",8,prince-hand-know-say-hold-princess-book-leave-even
"""i am so sorry for the poor count,"" said the visitor.","['sorry', 'poor', 'count', 'say', 'visitor']",7,say-prince-go-andrew-look-come-count-room-pierre
"""he is in such bad health, and now this vexation about his son is enough to kill him!""","['bad', 'health', 'vexation', 'son', 'enough', 'kill', 'him']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""what is that?""",['that'],4,dont-say-know-ah-tell-be-dear-do-michael
"asked the countess as if she did not know what the visitor alluded to, though she had already heard about the cause of count bezukhov's distress some fifteen times.","['ask', 'count', 'know', 'visitor', 'allude', 'though', 'already', 'hear', 'cause', 'count', 'bezukhovs', 'distress', 'fifteen', 'time']",1,count-go-pierre-prince-come-know-look-well-let
"""that's what comes of a modern education,"" exclaimed the visitor.","['thats', 'come', 'modern', 'education', 'exclaim', 'visitor']",4,dont-say-know-ah-tell-be-dear-do-michael
"""it seems that while he was abroad this young man was allowed to do as he liked, now in petersburg i hear he has been doing such terrible things that he has been expelled by the police.""","['seem', 'abroad', 'young', 'man', 'allow', 'like', 'petersburg', 'hear', 'terrible', 'things', 'expel', 'police']",2,know-letter-father-man-pierre-see-princess-silent-say
"""you don't say so!""","['dont', 'say', 'so']",4,dont-say-know-ah-tell-be-dear-do-michael
replied the countess.,"['reply', 'count']",1,count-go-pierre-prince-come-know-look-well-let
"""he chose his friends badly,"" interposed anna mikhaylovna.","['choose', 'friends', 'badly', 'interpose', 'anna', 'mikhaylovna']",5,princess-mary-say-give-prince-look-dinner-man-face
"""prince vasili's son, he, and a certain dolokhov have, it is said, been up to heaven only knows what!","['prince', 'vasilis', 'son', 'certain', 'dolokhov', 'say', 'heaven', 'know', 'what']",7,say-prince-go-andrew-look-come-count-room-pierre
and they have had to suffer for it.,"['suffer', 'it']",4,dont-say-know-ah-tell-be-dear-do-michael
dolokhov has been degraded to the ranks and bezukhov's son sent back to moscow.,"['dolokhov', 'degrade', 'rank', 'bezukhovs', 'son', 'send', 'back', 'moscow']",2,know-letter-father-man-pierre-see-princess-silent-say
"anatole kuragin's father managed somehow to get his son's affair hushed up, but even he was ordered out of petersburg.""","['anatole', 'kuragins', 'father', 'manage', 'somehow', 'get', 'sons', 'affair', 'hush', 'even', 'order', 'petersburg']",2,know-letter-father-man-pierre-see-princess-silent-say
"""but what have they been up to?""",['to'],1,count-go-pierre-prince-come-know-look-well-let
asked the countess.,"['ask', 'count']",1,count-go-pierre-prince-come-know-look-well-let
"""they are regular brigands, especially dolokhov,"" replied the visitor.","['regular', 'brigands', 'especially', 'dolokhov', 'reply', 'visitor']",2,know-letter-father-man-pierre-see-princess-silent-say
"""he is a son of marya ivanovna dolokhova, such a worthy woman, but there, just fancy!","['son', 'marya', 'ivanovna', 'dolokhova', 'worthy', 'woman', 'fancy']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"those three got hold of a bear somewhere, put it in a carriage, and set off with it to visit some actresses!","['get', 'hold', 'bear', 'somewhere', 'put', 'carriage', 'set', 'visit', 'actresses']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"the police tried to interfere, and what did the young men do?","['police', 'try', 'interfere', 'young', 'men', 'do']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
they tied a policeman and the bear back to back and put the bear into the moyka canal.,"['tie', 'policeman', 'bear', 'back', 'back', 'put', 'bear', 'moyka', 'canal']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"and there was the bear swimming about with the policeman on his back!""","['bear', 'swim', 'policeman', 'back']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""what a nice figure the policeman must have cut, my dear!""","['nice', 'figure', 'policeman', 'must', 'cut', 'dear']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"shouted the count, dying with laughter.","['shout', 'count', 'die', 'laughter']",2,know-letter-father-man-pierre-see-princess-silent-say
"""oh, how dreadful!","['oh', 'dreadful']",1,count-go-pierre-prince-come-know-look-well-let
"how can you laugh at it, count?""","['laugh', 'count']",3,room-pierre-prince-draw-look-say-laugh-princess-little
yet the ladies themselves could not help laughing.,"['ladies', 'could', 'help', 'laugh']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""it was all they could do to rescue the poor man,"" continued the visitor.","['could', 'rescue', 'poor', 'man', 'continue', 'visitor']",2,know-letter-father-man-pierre-see-princess-silent-say
"""and to think it is cyril vladimirovich bezukhov's son who amuses himself in this sensible manner!","['think', 'cyril', 'vladimirovich', 'bezukhovs', 'son', 'amuse', 'sensible', 'manner']",1,count-go-pierre-prince-come-know-look-well-let
and he was said to be so well educated and clever.,"['say', 'well', 'educate', 'clever']",4,dont-say-know-ah-tell-be-dear-do-michael
this is all that his foreign education has done for him!,"['foreign', 'education', 'do', 'him']",4,dont-say-know-ah-tell-be-dear-do-michael
"i hope that here in moscow no one will receive him, in spite of his money.","['hope', 'moscow', 'receive', 'spite', 'money']",1,count-go-pierre-prince-come-know-look-well-let
"they wanted to introduce him to me, but i quite declined: i have my daughters to consider.""","['want', 'introduce', 'quite', 'decline', 'daughters', 'consider']",1,count-go-pierre-prince-come-know-look-well-let
"""why do you say this young man is so rich?""","['say', 'young', 'man', 'rich']",7,say-prince-go-andrew-look-come-count-room-pierre
"asked the countess, turning away from the girls, who at once assumed an air of inattention.","['ask', 'count', 'turn', 'away', 'girls', 'assume', 'air', 'inattention']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""his children are all illegitimate.","['children', 'illegitimate']",1,count-go-pierre-prince-come-know-look-well-let
"i think pierre also is illegitimate.""","['think', 'pierre', 'illegitimate']",1,count-go-pierre-prince-come-know-look-well-let
the visitor made a gesture with her hand.,"['visitor', 'make', 'gesture', 'hand']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""i should think he has a score of them.""","['think', 'score', 'them']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"princess anna mikhaylovna intervened in the conversation, evidently wishing to show her connections and knowledge of what went on in society.","['princess', 'anna', 'mikhaylovna', 'intervene', 'conversation', 'evidently', 'wish', 'show', 'connections', 'knowledge', 'go', 'society']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""the fact of the matter is,"" said she significantly, and also in a half whisper, ""everyone knows count cyril's reputation.... he has lost count of his children, but this pierre was his favorite.""","['fact', 'matter', 'say', 'significantly', 'half', 'whisper', 'everyone', 'know', 'count', 'cyrils', 'reputation', 'lose', 'count', 'children', 'pierre', 'favorite']",7,say-prince-go-andrew-look-come-count-room-pierre
"""how handsome the old man still was only a year ago!""","['handsome', 'old', 'man', 'still', 'year', 'ago']",2,know-letter-father-man-pierre-see-princess-silent-say
remarked the countess.,"['remark', 'count']",1,count-go-pierre-prince-come-know-look-well-let
"""i have never seen a handsomer man.""","['never', 'see', 'handsomer', 'man']",2,know-letter-father-man-pierre-see-princess-silent-say
"""he is very much altered now,"" said anna mikhaylovna.","['much', 'alter', 'say', 'anna', 'mikhaylovna']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""well, as i was saying, prince vasili is the next heir through his wife, but the count is very fond of pierre, looked after his education, and wrote to the emperor about him; so that in the case of his death--and he is so ill that he may die at any moment, and dr. lorrain has come from petersburg--no one knows who will inherit his immense fortune, pierre or prince vasili.","['well', 'say', 'prince', 'vasili', 'next', 'heir', 'wife', 'count', 'fond', 'pierre', 'look', 'education', 'write', 'emperor', 'case', 'deathand', 'ill', 'die', 'moment', 'dr', 'lorrain', 'come', 'petersburgno', 'know', 'inherit', 'immense', 'fortune', 'pierre', 'prince', 'vasili']",7,say-prince-go-andrew-look-come-count-room-pierre
forty thousand serfs and millions of rubles!,"['forty', 'thousand', 'serfs', 'millions', 'rubles']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
i know it all very well for prince vasili told me himself.,"['know', 'well', 'prince', 'vasili', 'tell', 'himself']",1,count-go-pierre-prince-come-know-look-well-let
"besides, cyril vladimirovich is my mother's second cousin.","['besides', 'cyril', 'vladimirovich', 'mother', 'second', 'cousin']",1,count-go-pierre-prince-come-know-look-well-let
"he's also my bory's godfather,"" she added, as if she attached no importance at all to the fact.","['hes', 'borys', 'godfather', 'add', 'attach', 'importance', 'fact']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
